CN,Year,UNU_Key
94051050,2002,0506
94051091,2002,0506
94051099,2002,0506
94052011,2002,0506
94052019,2002,0506
94052030,2002,0506
94052050,2002,0506
94052091,2002,0506
94052099,2002,0506
94053000,2002,0506
95031010,2002,0701
95031090,2002,0701
95035000,2002,0701
95041000,2002,0702
95049010,2002,0701
85151100,2003,0602
85151900,2003,0602
85152100,2003,0602
85152910,2003,0602
85152990,2003,0602
85153100,2003,0602
84672110,2003,0601
84672191,2003,0601
84672199,2003,0601
84672210,2003,0601
84672230,2003,0601
84672290,2003,0601
84672910,2003,0601
84672930,2003,0601
84672951,2003,0601
84672953,2003,0601
84672959,2003,0601
84672970,2003,0601
84672980,2003,0601
84672990,2003,0601
63011000,2003,0201
84031010,2003,0001
84031090,2003,0001
84146000,2003,0106
84158310,2003,0113
84158390,2003,0113
84181010,2003,0108
84181091,2003,0108
84181099,2003,0108
84182110,2003,0108
84182151,2003,0108
84182159,2003,0108
84182191,2003,0108
84182199,2003,0108
84182200,2003,0108
84182900,2003,0108
84183010,2003,0109
84183091,2003,0109
84183099,2003,0109
84184010,2003,0109
84184091,2003,0109
84184099,2003,0109
84185011,2003,0113
84185019,2003,0113
84185091,2003,0113
84185099,2003,0113
84186110,2003,0112
84186190,2003,0112
84186991,2003,0112
84211200,2003,0105
84221100,2003,0102
84231010,2003,0201
84231090,2003,0201
84501111,2003,0104
84501119,2003,0104
84501190,2003,0104
84501200,2003,0104
84501900,2003,0104
84502000,2003,0104
84511000,2003,0101
84512110,2003,0105
84512190,2003,0105
84512900,2003,0105
84513010,2003,0101
84513030,2003,0101
84513080,2003,0101
84521011,2003,0201
84521019,2003,0201
84521090,2003,0201
84691100,2003,0301
84691200,2003,0301
84692000,2003,0301
84693000,2003,0301
84701000,2003,0301
84702100,2003,0301
84702900,2003,0301
84703000,2003,0301
84704000,2003,0307
84705000,2003,0307
84709000,2003,0307
84711090,2003,0301
84713000,2003,0303
84714110,2003,0302
84714190,2003,0302
84714910,2003,0302
84714990,2003,0302
84715010,2003,0302
84715090,2003,0302
84716040,2003,0304
84716050,2003,0301
84716090,2003,0301
84762100,2003,1002
84762900,2003,1001
84768100,2003,1002
84768900,2003,1001
85091010,2003,0204
85091090,2003,0204
85092000,2003,0601
85093000,2003,0201
85094000,2003,0202
85098000,2003,0201
85102000,2003,0205
85103000,2003,0205
85121000,2003,0506
85131000,2003,0501
85161011,2003,0203
85161019,2003,0203
85161091,2003,0203
85161099,2003,0203
85162100,2003,0106
85162910,2003,0106
85162950,2003,0106
85162991,2003,0106
85162999,2003,0106
85163110,2003,0205
85163190,2003,0205
85163200,2003,0205
85163300,2003,0205
85164010,2003,0201
85164090,2003,0201
85165000,2003,0114
85166010,2003,0103
85166051,2003,0202
85166059,2003,0202
85166070,2003,0202
85166080,2003,0103
85166090,2003,0202
85167100,2003,0203
85167200,2003,0202
85167910,2003,0202
85167920,2003,0202
85167980,2003,0201
85171100,2003,0305
85171910,2003,0305
85171990,2003,0305
85172100,2003,0304
85172200,2003,0304
85173000,2003,0305
85175010,2003,0305
85175090,2003,0305
85178010,2003,0305
85178090,2003,0305
85181010,2003,0401
85181020,2003,0401
85181080,2003,0401
85182110,2003,0405
85182190,2003,0405
85182210,2003,0405
85182290,2003,0405
85184030,2003,0602
85184091,2003,0403
85184099,2003,0403
85185010,2003,0403
85185090,2003,0403
85191000,2003,0403
85192100,2003,0403
85192900,2003,0403
85193100,2003,0403
85193900,2003,0403
85194000,2003,0403
85199200,2003,0403
85199331,2003,0403
85199339,2003,0403
85199381,2003,0403
85199389,2003,0403
85199912,2003,0403
85199918,2003,0403
85199990,2003,0403
85201000,2003,0403
85202000,2003,0306
85203211,2003,0403
85203219,2003,0403
85203230,2003,0403
85203250,2003,0403
85203291,2003,0403
85203299,2003,0403
85203311,2003,0403
85203319,2003,0403
85203330,2003,0403
85203390,2003,0403
85203910,2003,0403
85203990,2003,0403
85209010,2003,0403
85209090,2003,0403
85211030,2003,0404
85211080,2003,0404
85219000,2003,0404
85252010,2003,0306
85252091,2003,0306
85252099,2003,0306
85253010,2003,0404
85253090,2003,0404
85254011,2003,0406
85254019,2003,0406
85254091,2003,0406
85254099,2003,0406
85271210,2003,0402
85271290,2003,0402
85271310,2003,0402
85271391,2003,0402
85271399,2003,0402
85271900,2003,0402
85272120,2003,0403
85272152,2003,0403
85272159,2003,0403
85272170,2003,0403
85272192,2003,0403
85272198,2003,0403
85273111,2003,0402
85273119,2003,0402
85273191,2003,0402
85273193,2003,0402
85273198,2003,0402
85273210,2003,0402
85273290,2003,0402
85273920,2003,0402
85273980,2003,0402
85281210,2003,0404
85281220,2003,0407
85281252,2003,0407
85281254,2003,0407
85281256,2003,0407
85281258,2003,0407
85281262,2003,0407
85281266,2003,0407
85281272,2003,0407
85281276,2003,0407
85281281,2003,0408
85281289,2003,0408
85281298,2003,0404
85281300,2003,0407
85282114,2003,0308
85282116,2003,0308
85282118,2003,0308
85282190,2003,0309
85282200,2003,0308
85283005,2003,0404
85283020,2003,0404
85283090,2003,0404
85311030,2003,0901
85311080,2003,0901
85318010,2003,0901
85318030,2003,0901
85318080,2003,0901
85392130,2003,
85392192,2003,
85392198,2003,
85393110,2003,0503
85393190,2003,0502
85393210,2003,0504
85393250,2003,0504
85393290,2003,0504
85393900,2003,0504
85394100,2003,0503
85394910,2003,0503
85394930,2003,0503
85414090,2003,0002
85434000,2003,0901
85438915,2003,0301
90066100,2003,0406
90072000,2003,0404
90081000,2003,0404
90083000,2003,0404
90084000,2003,0404
90091100,2003,0307
90091200,2003,0307
90092100,2003,0307
90092200,2003,0307
90093000,2003,0307
90151010,2003,0902
90152010,2003,0902
90153010,2003,0902
90154010,2003,0902
90158011,2003,0902
90158019,2003,0902
90173010,2003,0901
90181100,2003,0802
90184100,2003,0802
90214000,2003,0801
90241010,2003,0901
90248010,2003,0901
90251991,2003,0901
90258091,2003,0901
90261051,2003,0901
90261059,2003,0901
90262030,2003,0901
90268091,2003,0901
90271010,2003,0901
90278011,2003,0901
90278013,2003,0901
90278017,2003,0901
90303930,2003,0901
90304010,2003,0305
90304090,2003,0305
90308992,2003,0901
90313000,2003,0404
90318032,2003,0902
90318034,2003,0901
90318039,2003,0901
90321030,2003,0901
91011100,2003,0201
91011200,2003,0201
91011900,2003,0201
91019100,2003,0201
91021100,2003,0201
91021200,2003,0201
91021900,2003,0201
91022100,2003,0201
91029100,2003,0201
91029900,2003,0201
91031000,2003,0201
91039000,2003,0201
91051100,2003,0201
91052100,2003,0201
91059100,2003,0201
91059910,2003,0201
91081100,2003,0201
91081200,2003,0201
91081900,2003,0201
91091100,2003,0201
91091910,2003,0201
91091990,2003,0201
92071010,2003,0403
92071030,2003,0403
92071050,2003,0403
92071080,2003,0403
92079010,2003,0403
92079090,2003,0403
94051010,2003,0506
94051021,2003,0506
94051029,2003,0506
94051030,2003,0506
94051050,2003,0506
94051091,2003,0506
94051099,2003,0506
94052011,2003,0506
94052019,2003,0506
94052030,2003,0506
94052050,2003,0506
94052091,2003,0506
94052099,2003,0506
94053000,2003,0506
95031010,2003,0701
95031090,2003,0701
95035000,2003,0701
95041000,2003,0702
95049010,2003,0701
84151010,2003,0111
84151090,2003,0111
84158110,2003,0111
84158190,2003,0111
84158210,2003,0111
84158280,2003,0111
85279092,2003,0305
85279098,2003,0305
84031010,2004,0001
84031090,2004,0001
84151010,2004,0111
84151090,2004,0111
84158110,2004,0111
84158190,2004,0111
84158210,2004,0111
84158280,2004,0111
84158310,2004,0113
84158390,2004,0113
84185011,2004,0113
84185019,2004,0113
84185091,2004,0113
84185099,2004,0113
84186110,2004,0112
84186190,2004,0112
84186991,2004,0112
84231010,2004,0201
84231090,2004,0201
84762100,2004,1002
84768100,2004,1002
84762900,2004,1001
84768900,2004,1001
84672110,2004,0601
84672191,2004,0601
84672199,2004,0601
84672210,2004,0601
84672230,2004,0601
84672290,2004,0601
84672910,2004,0601
84672930,2004,0601
84672951,2004,0601
84672953,2004,0601
84672959,2004,0601
84672970,2004,0601
84672980,2004,0601
84672990,2004,0601
85151100,2004,0602
85151900,2004,0602
85152100,2004,0602
85152910,2004,0602
85152990,2004,0602
85153100,2004,0602
84513010,2004,0101
84513030,2004,0101
84513080,2004,0101
84502000,2004,0104
84511000,2004,0101
84512900,2004,0105
84521011,2004,0201
84521019,2004,0201
84521090,2004,0201
84211200,2004,0105
84181010,2004,0108
84181091,2004,0108
84181099,2004,0108
84182110,2004,0108
84182151,2004,0108
84182191,2004,0108
84182199,2004,0108
84182200,2004,0108
84182900,2004,0108
84182159,2004,0108
84183010,2004,0109
84183091,2004,0109
84183099,2004,0109
84184010,2004,0109
84184091,2004,0109
84184099,2004,0109
84221100,2004,0102
84501111,2004,0104
84501119,2004,0104
84501190,2004,0104
84501200,2004,0104
84501900,2004,0104
84512110,2004,0105
84512190,2004,0105
63011000,2004,0201
84146000,2004,0106
85091010,2004,0204
85091090,2004,0204
85092000,2004,0601
85093000,2004,0201
85094000,2004,0202
85098000,2004,0201
85102000,2004,0205
85103000,2004,0205
85163110,2004,0205
85163190,2004,0205
85163200,2004,0205
85163300,2004,0205
85164010,2004,0201
85164090,2004,0201
85167100,2004,0203
85167200,2004,0202
85167920,2004,0202
85167970,2004,0202
85161011,2004,0203
85161019,2004,0203
85161091,2004,0203
85161099,2004,0203
85162100,2004,0106
85162910,2004,0106
85162950,2004,0106
85162991,2004,0106
85162999,2004,0106
85165000,2004,0114
85166010,2004,0103
85166051,2004,0202
85166059,2004,0202
85166070,2004,0202
85166080,2004,0103
85166090,2004,0202
84692000,2004,0301
84693000,2004,0301
90091100,2004,0307
90091200,2004,0307
90092200,2004,0307
90092100,2004,0307
90093000,2004,0307
84711090,2004,0301
84713000,2004,0303
84714110,2004,0302
84714190,2004,0302
84714910,2004,0302
84714990,2004,0302
84715010,2004,0302
84715090,2004,0302
84716040,2004,0304
84716050,2004,0301
84716090,2004,0301
85392130,2004,
85392192,2004,
85392198,2004,
85393110,2004,0503
85393190,2004,0502
85393210,2004,0504
85393250,2004,0504
85393290,2004,0504
85393900,2004,0504
85394100,2004,0503
85394910,2004,0503
85394930,2004,0503
85131000,2004,0501
94052011,2004,0506
94052019,2004,0506
94052030,2004,0506
94052050,2004,0506
94052091,2004,0506
94052099,2004,0506
94051010,2004,0506
94051021,2004,0506
94051029,2004,0506
94051030,2004,0506
94051050,2004,0506
94051091,2004,0506
94051099,2004,0506
94053000,2004,0506
85121000,2004,0506
85311080,2004,0901
85311030,2004,0901
85318010,2004,0901
85318030,2004,0901
85318080,2004,0901
85434000,2004,0901
85438915,2004,0301
85414090,2004,0002
85252010,2004,0306
85252091,2004,0306
85252099,2004,0306
85253010,2004,0404
85253090,2004,0404
85171100,2004,0305
85171910,2004,0305
85171990,2004,0305
85172200,2004,0304
85173000,2004,0305
85175010,2004,0305
85175090,2004,0305
85178010,2004,0305
85178090,2004,0305
85172100,2004,0304
85271210,2004,0402
85271290,2004,0402
85271310,2004,0402
85271391,2004,0402
85271399,2004,0402
85271900,2004,0402
85273111,2004,0402
85273119,2004,0402
85273191,2004,0402
85273193,2004,0402
85273198,2004,0402
85273210,2004,0402
85273290,2004,0402
85273920,2004,0402
85273980,2004,0402
85272120,2004,0403
85272152,2004,0403
85272159,2004,0403
85272170,2004,0403
85272192,2004,0403
85272198,2004,0403
85281210,2004,0404
85283005,2004,0404
85283020,2004,0404
85283090,2004,0404
85281220,2004,0407
85282114,2004,0308
85282116,2004,0308
85282118,2004,0308
85282190,2004,0309
85281252,2004,0407
85281254,2004,0407
85281256,2004,0407
85281258,2004,0407
85281262,2004,0407
85281266,2004,0407
85281270,2004,0407
85281281,2004,0408
85281289,2004,0408
85281298,2004,0404
85282200,2004,0308
85281300,2004,0407
85191000,2004,0403
85192100,2004,0403
85192900,2004,0403
85193100,2004,0403
85193900,2004,0403
85194000,2004,0403
85199200,2004,0403
85199331,2004,0403
85199339,2004,0403
85199381,2004,0403
85199389,2004,0403
85199912,2004,0403
85199918,2004,0403
85199990,2004,0403
85201000,2004,0403
85202000,2004,0306
85203211,2004,0403
85203219,2004,0403
85203230,2004,0403
85203250,2004,0403
85203311,2004,0403
85203319,2004,0403
85203330,2004,0403
85203390,2004,0403
85203291,2004,0403
85203299,2004,0403
85203910,2004,0403
85203990,2004,0403
85209010,2004,0403
85209090,2004,0403
85254011,2004,0406
85254019,2004,0406
85254091,2004,0406
85254099,2004,0406
85211030,2004,0404
85211080,2004,0404
85219000,2004,0404
85181010,2004,0401
85181020,2004,0401
85181080,2004,0401
85182110,2004,0405
85182190,2004,0405
85182210,2004,0405
85182290,2004,0405
85184030,2004,0602
85184091,2004,0403
85184099,2004,0403
85185010,2004,0403
85185090,2004,0403
85279092,2004,0305
85279098,2004,0305
90181100,2004,0802
90214000,2004,0801
90151010,2004,0902
90152010,2004,0902
90153010,2004,0902
90154010,2004,0902
90158011,2004,0902
90158019,2004,0902
90308992,2004,0901
90251991,2004,0901
90258091,2004,0901
90261051,2004,0901
90261059,2004,0901
90262030,2004,0901
90268091,2004,0901
90271010,2004,0901
90278011,2004,0901
90278013,2004,0901
90278017,2004,0901
90241010,2004,0901
90248010,2004,0901
90313000,2004,0404
90318032,2004,0902
90318034,2004,0901
90318039,2004,0901
90321030,2004,0901
90072000,2004,0404
90081000,2004,0404
90083000,2004,0404
90066100,2004,0406
90084000,2004,0404
91011100,2004,0201
91011200,2004,0201
91011900,2004,0201
91019100,2004,0201
91021100,2004,0201
91021200,2004,0201
91021900,2004,0201
91029100,2004,0201
91031000,2004,0201
91051100,2004,0201
91052100,2004,0201
91059100,2004,0201
91059910,2004,0201
91081100,2004,0201
91081200,2004,0201
91081900,2004,0201
91091100,2004,0201
91091910,2004,0201
91091990,2004,0201
92071010,2004,0403
92071030,2004,0403
92071050,2004,0403
92071080,2004,0403
92079010,2004,0403
92079090,2004,0403
95031010,2004,0701
95031090,2004,0701
95035000,2004,0701
95041000,2004,0702
95049010,2004,0701
84031010,2005,0001
84031090,2005,0001
84151010,2005,0111
84151090,2005,0111
84158110,2005,0111
84158190,2005,0111
84158210,2005,0111
84158280,2005,0111
84158310,2005,0113
84158390,2005,0113
84185011,2005,0113
84185019,2005,0113
84185091,2005,0113
84185099,2005,0113
84186110,2005,0112
84186190,2005,0112
84186991,2005,0112
84231010,2005,0201
84231090,2005,0201
84762100,2005,1002
84768100,2005,1002
84762900,2005,1001
84768900,2005,1001
84672110,2005,0601
84672191,2005,0601
84672199,2005,0601
84672210,2005,0601
84672230,2005,0601
84672290,2005,0601
84672910,2005,0601
84672930,2005,0601
84672951,2005,0601
84672953,2005,0601
84672959,2005,0601
84672970,2005,0601
84672980,2005,0601
84672990,2005,0601
85151100,2005,0602
85151900,2005,0602
85152100,2005,0602
85152910,2005,0602
85152990,2005,0602
85153100,2005,0602
84513010,2005,0101
84513030,2005,0101
84513080,2005,0101
84502000,2005,0104
84511000,2005,0101
84512900,2005,0105
84521011,2005,0201
84521019,2005,0201
84521090,2005,0201
84211200,2005,0105
84181010,2005,0108
84181091,2005,0108
84181099,2005,0108
84182110,2005,0108
84182151,2005,0108
84182191,2005,0108
84182199,2005,0108
84182200,2005,0108
84182900,2005,0108
84182159,2005,0108
84183010,2005,0109
84183091,2005,0109
84183099,2005,0109
84184010,2005,0109
84184091,2005,0109
84184099,2005,0109
84221100,2005,0102
84501111,2005,0104
84501119,2005,0104
84501190,2005,0104
84501200,2005,0104
84501900,2005,0104
84512110,2005,0105
84512190,2005,0105
63011000,2005,0201
84146000,2005,0106
85091010,2005,0204
85091090,2005,0204
85092000,2005,0601
85093000,2005,0201
85094000,2005,0202
85098000,2005,0201
85102000,2005,0205
85103000,2005,0205
85163110,2005,0205
85163190,2005,0205
85163200,2005,0205
85163300,2005,0205
85164010,2005,0201
85164090,2005,0201
85167100,2005,0203
85167200,2005,0202
85167920,2005,0202
85167970,2005,0202
85161011,2005,0203
85161019,2005,0203
85161090,2005,0203
85162100,2005,0106
85162910,2005,0106
85162950,2005,0106
85162991,2005,0106
85162999,2005,0106
85165000,2005,0114
85166010,2005,0103
85166051,2005,0202
85166059,2005,0202
85166070,2005,0202
85166080,2005,0103
85166090,2005,0202
84692000,2005,0301
84693000,2005,0301
90091100,2005,0307
90091200,2005,0307
90092200,2005,0307
90092100,2005,0307
90093000,2005,0307
84711090,2005,0301
84713000,2005,0303
84714110,2005,0302
84714190,2005,0302
84714910,2005,0302
84714990,2005,0302
84715010,2005,0302
84715090,2005,0302
84716040,2005,0304
84716050,2005,0301
84716090,2005,0301
85392130,2005,
85392192,2005,
85392198,2005,
85393110,2005,0503
85393190,2005,0502
85393210,2005,0504
85393250,2005,0504
85393290,2005,0504
85393900,2005,0504
85394100,2005,0503
85394910,2005,0503
85394930,2005,0503
85131000,2005,0501
94052011,2005,0506
94052019,2005,0506
94052030,2005,0506
94052050,2005,0506
94052091,2005,0506
94052099,2005,0506
94051010,2005,0506
94051021,2005,0506
94051029,2005,0506
94051030,2005,0506
94051050,2005,0506
94051091,2005,0506
94051099,2005,0506
94053000,2005,0506
85121000,2005,0506
85311080,2005,0901
85311030,2005,0901
85318010,2005,0901
85318030,2005,0901
85318080,2005,0901
85434000,2005,0901
85438915,2005,0301
85414090,2005,0002
85252010,2005,0306
85252091,2005,0306
85252099,2005,0306
85253010,2005,0404
85253090,2005,0404
85171100,2005,0305
85171910,2005,0305
85171990,2005,0305
85172200,2005,0304
85173000,2005,0305
85175010,2005,0305
85175090,2005,0305
85178010,2005,0305
85178090,2005,0305
85172100,2005,0304
85271210,2005,0402
85271290,2005,0402
85271310,2005,0402
85271391,2005,0402
85271399,2005,0402
85271900,2005,0402
85273111,2005,0402
85273119,2005,0402
85273191,2005,0402
85273193,2005,0402
85273198,2005,0402
85273210,2005,0402
85273290,2005,0402
85273920,2005,0402
85273980,2005,0402
85272120,2005,0403
85272152,2005,0403
85272159,2005,0403
85272170,2005,0403
85272192,2005,0403
85272198,2005,0403
85281210,2005,0404
85283005,2005,0404
85283020,2005,0404
85283090,2005,0404
85281220,2005,0407
85282114,2005,0308
85282116,2005,0308
85282118,2005,0308
85282190,2005,0309
85281252,2005,0407
85281254,2005,0407
85281256,2005,0407
85281258,2005,0407
85281262,2005,0407
85281266,2005,0407
85281270,2005,0407
85281281,2005,0408
85281289,2005,0408
85281298,2005,0404
85282200,2005,0308
85281300,2005,0407
85191000,2005,0403
85192100,2005,0403
85192900,2005,0403
85193100,2005,0403
85193900,2005,0403
85194000,2005,0403
85199200,2005,0403
85199331,2005,0403
85199339,2005,0403
85199381,2005,0403
85199389,2005,0403
85199912,2005,0403
85199918,2005,0403
85199990,2005,0403
85201000,2005,0403
85202000,2005,0306
85203211,2005,0403
85203219,2005,0403
85203230,2005,0403
85203250,2005,0403
85203311,2005,0403
85203319,2005,0403
85203330,2005,0403
85203390,2005,0403
85203291,2005,0403
85203299,2005,0403
85203910,2005,0403
85203990,2005,0403
85209010,2005,0403
85209090,2005,0403
85254011,2005,0406
85254019,2005,0406
85254091,2005,0406
85254099,2005,0406
85211030,2005,0404
85211080,2005,0404
85219000,2005,0404
85181080,2005,0401
85181010,2005,0401
85181020,2005,0401
85182110,2005,0405
85182190,2005,0405
85182210,2005,0405
85182290,2005,0405
85184030,2005,0602
85184091,2005,0403
85184099,2005,0403
85185010,2005,0403
85185090,2005,0403
85279092,2005,0305
85279098,2005,0305
90181100,2005,0802
90214000,2005,0801
90151010,2005,0902
90152010,2005,0902
90153010,2005,0902
90154010,2005,0902
90158011,2005,0902
90158019,2005,0902
90308992,2005,0901
90251991,2005,0901
90258091,2005,0901
90261051,2005,0901
90261059,2005,0901
90262030,2005,0901
90268091,2005,0901
90271010,2005,0901
90278011,2005,0901
90278013,2005,0901
90278017,2005,0901
90241010,2005,0901
90248010,2005,0901
90313000,2005,0404
90318032,2005,0902
90318034,2005,0901
90318039,2005,0901
90321030,2005,0901
90072000,2005,0404
90081000,2005,0404
90083000,2005,0404
90066100,2005,0406
90084000,2005,0404
91011100,2005,0201
91011200,2005,0201
91011900,2005,0201
91019100,2005,0201
91021100,2005,0201
91021200,2005,0201
91021900,2005,0201
91022100,2005,0201
91029900,2005,0201
91029100,2005,0201
91031000,2005,0201
91051100,2005,0201
91052100,2005,0201
91059100,2005,0201
91081100,2005,0201
91081200,2005,0201
91081900,2005,0201
92071010,2005,0403
92071030,2005,0403
92071050,2005,0403
92071080,2005,0403
92079010,2005,0403
92079090,2005,0403
95031010,2005,0701
95031090,2005,0701
95035000,2005,0701
95041000,2005,0702
95049010,2005,0701
84031010,2006,0001
84031090,2006,0001
84151010,2006,0111
84151090,2006,0111
84158100,2006,0111
84158200,2006,0111
84158300,2006,0113
84185011,2006,0113
84185019,2006,0113
84185091,2006,0113
84185099,2006,0113
84186100,2006,0112
84186920,2006,0112
84231010,2006,0201
84231090,2006,0201
84762100,2006,1002
84768100,2006,1002
84762900,2006,1001
84768900,2006,1001
84672110,2006,0601
84672191,2006,0601
84672199,2006,0601
84672210,2006,0601
84672230,2006,0601
84672290,2006,0601
84672910,2006,0601
84672930,2006,0601
84672951,2006,0601
84672953,2006,0601
84672959,2006,0601
84672970,2006,0601
84672980,2006,0601
84672990,2006,0601
85151100,2006,0602
85151900,2006,0602
85152100,2006,0602
85152910,2006,0602
85152990,2006,0602
85153100,2006,0602
84513010,2006,0101
84513030,2006,0101
84513080,2006,0101
84502000,2006,0104
84511000,2006,0101
84512900,2006,0105
84521011,2006,0201
84521019,2006,0201
84521090,2006,0201
84211200,2006,0105
84181020,2006,0108
84181080,2006,0108
84182110,2006,0108
84182151,2006,0108
84182191,2006,0108
84182199,2006,0108
84182200,2006,0108
84182900,2006,0108
84182159,2006,0108
84183020,2006,0109
84183080,2006,0109
84184020,2006,0109
84184080,2006,0109
84221100,2006,0102
84501111,2006,0104
84501119,2006,0104
84501190,2006,0104
84501200,2006,0104
84501900,2006,0104
84512110,2006,0105
84512190,2006,0105
63011000,2006,0201
84146000,2006,0106
85091010,2006,0204
85091090,2006,0204
85092000,2006,0601
85093000,2006,0201
85094000,2006,0202
85098000,2006,0201
85102000,2006,0205
85103000,2006,0205
85163110,2006,0205
85163190,2006,0205
85163200,2006,0205
85163300,2006,0205
85164010,2006,0201
85164090,2006,0201
85167100,2006,0203
85167200,2006,0202
85167920,2006,0202
85167970,2006,0202
85161011,2006,0203
85161019,2006,0203
85161090,2006,0203
85162100,2006,0106
85162910,2006,0106
85162950,2006,0106
85162991,2006,0106
85162999,2006,0106
85165000,2006,0114
85166010,2006,0103
85166051,2006,0202
85166059,2006,0202
85166070,2006,0202
85166080,2006,0103
85166090,2006,0202
84692000,2006,0301
84693000,2006,0301
90091100,2006,0307
90091200,2006,0307
90092200,2006,0307
90092100,2006,0307
90093000,2006,0307
84711000,2006,0301
84713000,2006,0303
84714100,2006,0302
84714900,2006,0302
84715000,2006,0302
84716020,2006,0304
84716060,2006,0301
84716080,2006,0301
85392130,2006,
85392192,2006,
85392198,2006,
85393110,2006,0503
85393190,2006,0502
85393210,2006,0504
85393250,2006,0504
85393290,2006,0504
85393900,2006,0504
85394100,2006,0503
85394910,2006,0503
85394930,2006,0503
85131000,2006,0501
94052011,2006,0506
94052019,2006,0506
94052030,2006,0506
94052050,2006,0506
94052091,2006,0506
94052099,2006,0506
94051021,2006,0506
94051028,2006,0506
94051030,2006,0506
94051050,2006,0506
94051091,2006,0506
94051098,2006,0506
94053000,2006,0506
85121000,2006,0506
85311095,2006,0901
85311030,2006,0901
85318020,2006,0901
85318095,2006,0901
85434000,2006,0901
85438915,2006,0301
85414090,2006,0002
85252020,2006,0306
85252080,2006,0306
85253010,2006,0404
85253090,2006,0404
85171100,2006,0305
85171910,2006,0305
85171990,2006,0305
85172200,2006,0304
85173000,2006,0305
85175010,2006,0305
85175090,2006,0305
85178010,2006,0305
85178090,2006,0305
85172100,2006,0304
85271210,2006,0402
85271290,2006,0402
85271310,2006,0402
85271391,2006,0402
85271399,2006,0402
85271900,2006,0402
85273111,2006,0402
85273119,2006,0402
85273191,2006,0402
85273193,2006,0402
85273198,2006,0402
85273210,2006,0402
85273290,2006,0402
85273920,2006,0402
85273980,2006,0402
85272120,2006,0403
85272152,2006,0403
85272159,2006,0403
85272170,2006,0403
85272192,2006,0403
85272198,2006,0403
85281210,2006,0404
85283005,2006,0404
85283020,2006,0404
85283090,2006,0404
85281220,2006,0407
85282114,2006,0308
85282116,2006,0308
85282118,2006,0308
85282190,2006,0309
85281252,2006,0407
85281254,2006,0407
85281256,2006,0407
85281258,2006,0407
85281262,2006,0407
85281266,2006,0407
85281270,2006,0407
85281281,2006,0408
85281289,2006,0408
85281298,2006,0404
85282200,2006,0308
85281300,2006,0407
85191000,2006,0403
85192100,2006,0403
85192900,2006,0403
85193100,2006,0403
85193900,2006,0403
85194000,2006,0403
85199200,2006,0403
85199331,2006,0403
85199339,2006,0403
85199381,2006,0403
85199389,2006,0403
85199912,2006,0403
85199918,2006,0403
85199990,2006,0403
85201000,2006,0403
85202000,2006,0306
85203211,2006,0403
85203219,2006,0403
85203230,2006,0403
85203250,2006,0403
85203311,2006,0403
85203319,2006,0403
85203330,2006,0403
85203390,2006,0403
85203291,2006,0403
85203299,2006,0403
85203910,2006,0403
85203990,2006,0403
85209000,2006,0403
85254011,2006,0406
85254019,2006,0406
85254091,2006,0406
85254099,2006,0406
85211020,2006,0404
85211095,2006,0404
85219000,2006,0404
85181030,2006,0401
85181095,2006,0401
85182100,2006,0405
85182200,2006,0405
85184030,2006,0602
85184081,2006,0403
85184089,2006,0403
85185000,2006,0403
85279020,2006,0305
85279080,2006,0305
90181100,2006,0802
90214000,2006,0801
90151010,2006,0902
90152010,2006,0902
90153010,2006,0902
90154010,2006,0902
90158011,2006,0902
90158019,2006,0902
90308920,2006,0901
90251920,2006,0901
90258040,2006,0901
90261021,2006,0901
90261029,2006,0901
90262020,2006,0901
90268020,2006,0901
90271010,2006,0901
90278011,2006,0901
90278013,2006,0901
90278017,2006,0901
90241010,2006,0901
90248010,2006,0901
90313000,2006,0404
90318032,2006,0902
90318034,2006,0901
90318038,2006,0901
90321020,2006,0901
90072000,2006,0404
90081000,2006,0404
90083000,2006,0404
90066100,2006,0406
90084000,2006,0404
91011200,2006,0201
91011900,2006,0201
91019100,2006,0201
91021100,2006,0201
91021200,2006,0201
91021900,2006,0201
91029100,2006,0201
91031000,2006,0201
91051100,2006,0201
91052100,2006,0201
91059100,2006,0201
91081100,2006,0201
91081200,2006,0201
91081900,2006,0201
91091100,2006,0201
91091900,2006,0201
92071010,2006,0403
92071030,2006,0403
92071050,2006,0403
92071080,2006,0403
92079010,2006,0403
92079090,2006,0403
95031010,2006,0701
95031090,2006,0701
95035000,2006,0701
95041000,2006,0702
95049010,2006,0701
84031010,2007,0001
84031090,2007,0001
84151010,2007,0111
84151090,2007,0111
84158100,2007,0111
84158200,2007,0111
84158300,2007,0113
84185011,2007,0113
84185019,2007,0113
84185091,2007,0113
84185099,2007,0113
84186100,2007,0112
84231010,2007,0201
84231090,2007,0201
84762100,2007,1002
84768100,2007,1002
84762900,2007,1001
84768900,2007,1001
84672110,2007,0601
84672191,2007,0601
84672199,2007,0601
84672210,2007,0601
84672230,2007,0601
84672290,2007,0601
84672910,2007,0601
84672930,2007,0601
84672951,2007,0601
84672953,2007,0601
84672959,2007,0601
84672970,2007,0601
84672980,2007,0601
84672990,2007,0601
85151100,2007,0602
85151900,2007,0602
85152100,2007,0602
85152910,2007,0602
85152990,2007,0602
85153100,2007,0602
84513010,2007,0101
84513030,2007,0101
84513080,2007,0101
84502000,2007,0104
84511000,2007,0101
84512900,2007,0105
84521011,2007,0201
84521019,2007,0201
84521090,2007,0201
84433910,2007,0307
