PCC,AverageWeight,Year
29712180,,2000
29712180,,1999
29712313,0.6,2002
29712230,0.52,1996
29712250,0.47,2004
29405253,,2000
29712313,0.6,2000
29712313,0.6,1999
29712313,0.6,1998
29712313,0.6,1997
29712313,0.6,1996
29712313,0.6,1995
29712313,0.6,1994
29712313,0.6,1993
29712250,0.47,2007
29712230,0.52,2006
29712250,0.47,2005
29712180,,1996
29712250,0.47,2003
29712250,0.47,2002
29712250,0.47,2001
29712250,0.47,2000
29712250,0.47,1999
29712250,0.47,1998
29712250,0.47,1997
29712250,0.47,1996
29712250,0.47,1995
29712250,,1994
29712250,0.47,2006
29712130,10.0,2000
29712180,,1998
29712150,,1997
29712150,,1996
29712150,,1995
29712150,,1994
29712150,,1993
29712130,10.0,2006
29712130,10.0,2005
29712130,10.0,2004
29712130,10.0,2003
29712150,,1999
29712130,10.0,2001
29712150,,2000
29712130,10.0,1999
29712130,10.0,1998
29712130,10.0,1997
29712130,10.0,1996
29712130,10.0,1995
29712130,10.0,1994
29712130,10.0,1993
29711535,,1999
29711535,,1998
29711535,,1997
29712130,10.0,2002
29712170,1.5,1997
29712180,,1995
29712180,,1994
29712180,,1993
29712170,1.5,2006
29712170,1.5,2005
29712170,1.5,2004
29712170,1.5,2003
29712170,1.5,2002
29712170,1.5,2001
29712170,1.5,2000
29712150,,1998
29712170,1.5,1998
29712313,0.6,2003
29712170,1.5,1996
29712170,1.5,1995
29712170,1.5,1994
29712170,1.5,1993
29712150,,2006
29712150,,2005
29712150,,2004
29712150,,2003
29712150,,2002
29712150,,2001
29712170,1.5,1999
29712375,1.5,1993
29712373,1.5,1997
29712375,1.5,2004
29712375,1.5,2003
29712375,1.5,2002
29712375,1.5,2001
29712375,1.5,2000
29712375,1.5,1999
29712375,1.5,1998
29712375,1.5,1997
29712375,1.5,1996
29712375,1.5,2006
29712375,1.5,1994
29712375,1.5,2007
29712373,1.5,2007
29712373,1.5,2006
29712373,1.5,2005
29712373,1.5,2004
29712373,1.5,2003
29712373,1.5,2002
29712373,1.5,2001
29712373,1.5,2000
29712373,1.5,1999
29712313,0.6,2001
29712375,1.5,1995
29712450,1.54,2003
30021670,,2000
29712470,,1999
29712470,,1998
29712470,,1997
29712470,,1996
29712470,,1995
29712470,,1994
29712470,,1993
29712450,1.54,2007
29712450,1.54,2006
29712375,1.5,2005
29712450,1.54,2004
29712373,1.5,1996
29712450,1.54,2002
29712450,1.54,2001
29712450,1.54,2000
29712450,1.54,1999
29712450,1.54,1998
29712450,1.54,1997
29712450,1.54,1996
29712450,1.54,1995
29712450,1.54,1994
29712450,1.54,1993
29712450,1.54,2005
29712315,0.4,2001
29712373,1.5,1998
29712330,,1999
29712330,,1998
29712330,,1997
29712330,,1996
29712330,,1995
29712315,0.4,2007
29712315,0.4,2006
29712315,0.4,2005
29712315,0.4,2004
29712330,,2001
29712315,0.4,2002
29712330,,2002
29712315,0.4,2000
29712315,0.4,1999
29712315,0.4,1998
29712315,0.4,1997
29712315,0.4,1996
29712315,0.4,1995
29712313,0.6,2007
29712313,0.6,2006
29712313,0.6,2005
29712313,0.6,2004
29712315,0.4,2003
29712350,1.57,1998
29712373,1.5,1995
29712373,1.5,1994
29712373,1.5,1993
29712350,1.57,2007
29712350,1.57,2006
29712350,1.57,2005
29712350,1.57,2004
29712350,1.57,2003
29712350,1.57,2002
29712350,1.57,2001
29712330,,2000
29712350,1.57,1999
29711535,,1994
29712350,1.57,1997
29712350,1.57,1996
29712350,1.57,1995
29712350,1.0,1994
29712350,1.0,1993
29712330,,2007
29712330,,2006
29712330,,2005
29712330,,2004
29712330,,2003
29712350,1.57,2000
29411115,,2007
29406050,,2001
29411125,5.57,2003
29411123,5.89,2007
29411123,5.89,2006
29411123,5.89,2005
29411123,5.89,2004
29411123,5.89,2003
29411117,,2007
29411117,,2006
29411117,,2005
29411125,5.57,2005
29411117,,2003
29411125,5.57,2006
29411115,,2006
29411115,,2005
29411115,,2004
29411115,,2003
29411113,,2007
29411113,,2006
29411113,,2005
29411113,,2004
29411113,,2003
29711535,,1996
29411117,,2004
29411133,,2007
29411153,,2004
29411153,,2003
29411151,,2007
29411151,,2006
29411151,,2005
29411151,,2004
29411151,,2003
29411135,,2007
29411135,,2006
29411135,,2005
29411125,5.57,2004
29411135,,2003
29406050,,2000
29411133,,2006
29411133,,2005
29411133,,2004
29411133,,2003
29411127,3.64,2007
29411127,3.64,2006
29411127,3.64,2005
29411127,3.64,2004
29411127,3.64,2003
29411125,5.57,2007
29411135,,2004
29405257,,2002
29406050,,2002
29406023,,1998
29405290,,2002
29405290,,2001
29405290,,2000
29405290,,1999
29405290,,1998
29405290,,1997
29405290,,1996
29405290,,1995
29406023,,2000
29405290,,1993
29406023,,2001
29405257,,2001
29405257,,2000
29405257,,1999
29405257,,1998
29405255,,2002
29405255,,2001
29405255,,2000
29405255,,1999
29405255,,1998
29712470,,2001
29405290,,1994
29406030,,2002
29406050,,1999
29406050,,1998
29406045,,2002
29406045,,2001
29406045,,2000
29406045,,1999
29406045,,1998
29406043,,2002
29406043,,2001
29406043,,2000
29406023,,1999
29406043,,1998
29411153,,2007
29406030,,2001
29406030,,2000
29406030,,1999
29406030,,1998
29406025,14.0,2002
29406025,14.0,2001
29406025,14.0,2000
29406025,14.0,1999
29406025,14.0,1998
29406023,,2002
29406043,,1999
29542130,45.75,2000
29411153,,2005
29711400,1.81,1995
29711400,1.81,1994
29711400,1.81,1993
29711210,,1993
29542130,45.75,2007
29542130,45.75,2006
29542130,45.75,2005
29542130,45.75,2004
29542130,45.75,2003
29711400,1.81,1997
29542130,45.75,2001
29711400,1.81,1998
29542130,45.75,1999
29542130,45.75,1998
29542130,45.75,1997
29542130,45.75,1996
29542130,45.75,1995
29531573,,2007
29531573,,2006
29531573,,2005
29531573,,2004
29531573,,2003
29542130,45.75,2002
29711530,2.9,1994
29405253,,2001
29711535,,1993
29711533,,1999
29711533,,1998
29711533,,1997
29711533,,1996
29711533,,1995
29711533,,1994
29711533,,1993
29711530,2.9,2007
29711400,1.81,1996
29711530,2.9,1995
29531573,,2000
29711530,2.9,1993
29711400,1.81,2007
29711400,1.81,2006
29711400,1.81,2005
29711400,1.81,2004
29711400,1.81,2003
29711400,1.81,2002
29711400,1.81,2001
29711400,1.81,2000
29711400,1.81,1999
29711530,2.9,2006
29411157,,2007
29432025,14.0,2004
29432025,14.0,2003
29432023,,2007
29432023,,2006
29432023,,2005
29432023,,2004
29432023,,2003
29411190,,2007
29411190,,2006
29411190,,2005
29531573,,2002
29411190,,2003
29432025,14.0,2007
29411157,,2006
29411157,,2005
29411157,,2004
29411157,,2003
29411155,,2007
29411155,,2006
29411155,,2005
29411155,,2004
29411155,,2003
29711535,,1995
29411190,,2004
29432045,,2003
29411153,,2006
29531573,,1999
29531573,,1998
29432050,,2007
29432050,,2006
29432050,,2005
29432050,,2004
29432050,,2003
29432045,,2007
29432045,,2006
29432025,14.0,2005
29432045,,2004
29432025,14.0,2006
29432043,,2007
29432043,,2006
29432043,,2005
29432043,,2004
29432043,,2003
29432030,,2007
29432030,,2006
29432030,,2005
29432030,,2004
29432030,,2003
29531573,,2001
29432045,,2005
33403339,,2002
33403335,,2006
33403350,,1998
33403350,,1997
33403350,,1996
33403350,,1995
33403350,,1994
33403350,,1993
33403339,,2007
33403339,,2006
33403339,,2005
33403350,,2000
33403339,,2003
33403350,,2001
33403339,,2001
33403339,,2000
33403339,,1999
33403339,,1998
33403339,,1997
33403339,,1996
33403339,,1995
33403339,,1994
33403339,,1993
33403450,,1995
33403339,,2004
33403430,,1997
33403250,,2000
33403450,,1993
33403430,,2007
33403430,,2006
33403430,,2005
33403430,,2004
33403430,,2003
33403430,,2002
33403430,,2001
33403430,,2000
33403350,,1999
33403430,,1998
33403335,,2005
33403430,,1996
33403430,,1995
33403430,,1994
33403430,,1993
33403350,,2007
33403350,,2006
33403350,,2005
33403350,,2004
33403350,,2003
33403350,,2002
33403430,,1999
33403270,,1997
33403335,,2007
33403310,,1993
33403270,,2007
33403270,,2006
33403270,,2005
33403270,,2004
33403270,,2003
33403270,,2002
33403270,,2001
33403270,,2000
33403310,,1995
33403270,,1998
33403310,,1996
33403270,,1996
33403270,,1995
33403270,,1994
33403270,,1993
33403250,,2006
33403250,,2005
33403250,,2004
33403250,,2003
33403250,,2002
33205283,,2004
33403270,,1999
33403310,,2007
33403335,,2004
33403335,,2003
33403335,,2002
33403335,,2001
33403335,,2000
33403335,,1999
33403335,,1998
33403335,,1997
33403335,,1996
33403335,,1995
33403310,,1994
33403335,,1993
33403450,,1996
33403310,,2006
33403310,,2005
33403310,,2004
33403310,,2003
33403310,,2002
33403310,,2001
33403310,,2000
33403310,,1999
33403310,,1998
33403310,,1997
33403335,,1994
33501113,0.05,2005
33403630,,2006
33501115,0.05,2005
33501115,0.05,2004
33501115,0.05,2003
33501115,0.05,2002
33501115,0.05,2001
33501115,0.05,2000
33501115,0.05,1999
33501115,0.05,1998
33501115,0.05,1997
33501117,0.05,1995
33501113,0.05,2007
33501117,0.05,1998
33501113,0.05,2004
33501113,0.05,2003
33501113,0.05,2002
33501113,0.05,2001
33501113,0.05,2000
33501113,0.05,1999
33501113,0.05,1998
33501113,0.05,1997
33501113,0.05,1995
33403450,,1994
33501115,0.05,1995
33501150,0.01,1996
33501153,0.01,1996
33501153,0.01,1995
33501150,0.01,2007
33501150,0.01,2006
33501150,0.01,2005
33501150,0.01,2004
33501150,0.01,2003
33501150,0.01,2002
33501150,0.01,2001
33501150,0.01,2000
33501115,0.05,2006
33501150,0.01,1998
33403630,,2005
33501150,0.01,1995
33501119,0.01,2007
33501117,0.05,2006
33501117,0.05,2005
33501117,0.05,2004
33501117,0.05,2003
33501117,0.05,2002
33501117,0.05,2001
33501117,0.05,2000
33501117,0.05,1999
33501150,0.01,1999
33403530,,2003
33403630,,2007
33403615,,2004
33403615,,2003
33403615,,2002
33403615,,2001
33403615,,2000
33403615,,1999
33403615,,1998
33403615,,1997
33403615,,1996
33403615,,2006
33403530,,2005
33403615,,2007
33403530,,2002
33403530,,2000
33403530,,1999
33403450,,2007
33403450,,2006
33403450,,2004
33403450,,2001
33403450,,2000
33403450,,1998
33403450,,1997
33403615,,1995
33403619,,2005
33403630,,2004
33403630,,2003
33403630,,2002
33403630,,2001
33403630,,2000
33403630,,1999
33403630,,1998
33403630,,1997
33403630,,1996
33403630,,1995
33403615,,2005
33403619,,2006
33403250,,1999
33403619,,2004
33403619,,2003
33403619,,2002
33403619,,2001
33403619,,2000
33403619,,1999
33403619,,1998
33403619,,1997
33403619,,1996
33403619,,1995
33403619,,2007
33206210,,2005
33206210,,1994
33206255,,2001
33206255,,2000
33206255,,1999
33206255,,1998
33206255,,1997
33206255,,1996
33206255,,1995
33206255,,1994
33206255,,1993
33206255,,2003
33206210,,2006
33206255,,2004
33206210,,2004
33206210,,2003
33206210,,2002
33206210,,2001
33206210,,2000
33206210,,1999
33206210,,1998
33206210,,1997
33206210,,1996
33206550,,2003
33206210,,2007
33206370,,2005
33403250,,2001
33206550,,2001
33206550,,2000
33206550,,1999
33206550,,1998
33206550,,1997
33206550,,1996
33206550,,1995
33206550,,1994
33206550,,1993
33206255,,2002
33206370,,2006
33206210,,1993
33206370,,2004
33206370,,2003
33206370,,2002
33206370,,2001
33206370,,2000
33206370,,1999
33206370,,1998
33206255,,2007
33206255,,2006
33206255,,2005
33206370,,2007
33205313,,2000
33206210,,1995
33205381,,1996
33205381,,1995
33205381,,1994
33205381,,1993
33205313,,2007
33205313,,2006
33205313,,2005
33205313,,2004
33205313,,2003
33205381,,1998
33205313,,2001
33205381,,1999
33205313,,1999
33205313,,1998
33205313,,1997
33205313,,1996
33205313,,1995
33205313,,1994
33205313,,1993
33205283,,2007
33205283,,2006
33205283,,2005
33205313,,2002
33205383,,1995
33205383,,2007
33205383,,2006
33205383,,2005
33205383,,2004
33205383,,2003
33205383,,2002
33205383,,2001
33205383,,2000
33205383,,1999
33205383,,1998
33205381,,1997
33205383,,1996
33206550,,2004
33205383,,1994
33205383,,1993
33205381,,2007
33205381,,2006
33205381,,2005
33205381,,2004
33205381,,2003
33205381,,2002
33205381,,2001
33205381,,2000
33205383,,1997
33207015,,2005
33207015,,1994
33403230,,2001
33403230,,2000
33403230,,1999
33403230,,1998
33403230,,1997
33403230,,1996
33403230,,1995
33403230,,1994
33403230,,1993
33403230,,2003
33207015,,2006
33403230,,2004
33207015,,2004
33207015,,2003
33207015,,2002
33207015,,2001
33207015,,2000
33207015,,1999
33207015,,1998
33207015,,1997
33207015,,1996
33206550,,2002
33207015,,2007
33403239,,1993
33403250,,1998
33403250,,1997
33403250,,1996
33403250,,1995
33403250,,1994
33403250,,1993
33403239,,1999
33403239,,1998
33403239,,1997
33403239,,1996
33403230,,2002
33403239,,1994
33207015,,1993
33403235,,1999
33403235,,1998
33403235,,1997
33403235,,1996
33403235,,1995
33403235,,1994
33403235,,1993
33403230,,2007
33403230,,2006
33403230,,2005
33403239,,1995
33206553,,2000
33207015,,1995
33206559,,2001
33206559,,2000
33206559,,1999
33206559,,1998
33206559,,1997
33206559,,1996
33206559,,1995
33206559,,1994
33206559,,1993
33206570,,1993
33206553,,2001
33206570,,1994
33206553,,1999
33206553,,1998
33206553,,1997
33206553,,1996
33206553,,1995
33206553,,1994
33206553,,1993
33206550,,2007
33206550,,2006
33206550,,2005
33206553,,2002
33206570,,2005
33206579,,2002
33206579,,2001
33206579,,2000
33206579,,1999
33206579,,1998
33206579,,1997
33206579,,1996
33206579,,1995
33206579,,1994
33206579,,1993
33206559,,2002
33206570,,2006
33501155,0.01,1995
33206570,,2004
33206570,,2003
33206570,,2002
33206570,,2001
33206570,,2000
33206570,,1999
33206570,,1998
33206570,,1997
33206570,,1996
33206570,,1995
33206570,,2007
36301533,5.0,1995
36301510,5.0,1998
36301533,5.0,2006
36301533,5.0,2005
36301533,5.0,2004
36301533,5.0,2003
36301533,5.0,2002
36301533,5.0,2001
36301533,5.0,2000
36301533,5.0,1999
36301533,5.0,1998
36301537,,1993
36301533,5.0,1996
36301537,,1994
36301533,5.0,1994
36301510,5.0,2007
36301510,5.0,2006
36301510,5.0,2005
36301510,5.0,2004
36301510,5.0,2003
36301510,5.0,2002
36301510,5.0,2001
36301510,5.0,2000
36301540,5.0,2003
36301533,5.0,1997
36301537,,2005
33501153,0.01,1998
36301540,5.0,2001
36301540,5.0,2000
36301540,5.0,1999
36301540,5.0,1998
36301540,5.0,1997
36301540,5.0,1996
36301540,5.0,1995
36301540,5.0,1994
36301540,5.0,1993
36301533,5.0,2007
36301537,,2006
36301441,,1999
36301537,,2004
36301537,,2003
36301537,,2002
36301537,,2001
36301537,,2000
36301537,,1999
36301537,,1998
36301537,,1997
36301537,,1996
36301537,,1995
36301537,,2007
33502137,0.05,2007
36301510,5.0,1999
33502235,0.5,2004
33502235,0.5,2003
33502235,0.5,2002
33502235,0.5,2001
33502235,0.5,2000
33502235,0.5,1998
33502235,0.5,1997
33502235,0.5,1996
33502235,0.5,1995
33502235,0.5,2007
33502235,0.5,1993
33502239,0.5,1993
33502137,0.05,2006
33502137,0.05,2005
33502137,0.05,2004
33502137,0.05,2003
33502137,0.05,2002
33502137,0.05,2001
33502137,0.05,2000
33502137,0.05,1999
33502137,0.05,1998
33502137,0.05,1997
33502235,0.5,1994
33502239,0.5,2006
36301441,,1998
36301441,,1997
36301441,,1996
36301441,,1995
36301441,,1994
36301430,,1993
33502930,,2007
33502930,,2006
33502930,,2005
33502930,,2004
33502235,0.5,2006
33502239,0.5,2007
36301540,5.0,2004
33502239,0.5,2004
33502239,0.5,2003
33502239,0.5,2002
33502239,0.5,2001
33502239,0.5,2000
33502239,0.5,1998
33502239,0.5,1997
33502239,0.5,1996
33502239,0.5,1995
33502239,0.5,1994
33502930,,2003
36503310,,1999
36502030,,2002
36504200,2.0,1995
36504200,2.0,1994
36504200,2.0,1993
36503310,,2007
36503310,,2006
36503310,,2005
36503310,,2004
36503310,,2003
36503310,,2002
36504200,2.0,1997
36503310,,2000
36504200,2.0,1998
36503310,,1998
36503310,,1997
36503310,,1996
36503310,,1995
36503310,,1994
36503310,,1993
36502030,,2006
36502030,,2005
36502030,,2004
36301540,5.0,2002
36503310,,2001
36504355,,1994
36504355,,2006
36504355,,2005
36504355,,2004
36504355,,2003
36504355,,2002
36504355,,2001
36504355,,2000
36504355,,1999
36504355,,1998
36504355,,1997
36504200,2.0,1996
36504355,,1995
36502030,,2001
36504355,,1993
36504200,2.0,2007
36504200,2.0,2006
36504200,2.0,2005
36504200,2.0,2004
36504200,2.0,2003
36504200,2.0,2002
36504200,2.0,2001
36504200,2.0,2000
36504200,2.0,1999
36504355,,1996
36301550,,1993
36502030,,2003
36301550,5.0,2004
36301550,5.0,2003
36301550,5.0,2002
36301550,5.0,2001
36301550,5.0,2000
36301550,5.0,1999
36301550,5.0,1998
36301550,5.0,1997
36301550,5.0,1996
36301550,5.0,2006
36301550,,1994
36301550,5.0,2007
36301549,5.0,1999
36301549,5.0,1998
36301549,5.0,1997
36301549,5.0,1996
36301549,5.0,1995
36301549,5.0,1994
36301549,5.0,1993
36301540,5.0,2007
36301540,5.0,2006
36301540,5.0,2005
36301550,5.0,1995
36301590,,2004
36502030,,2000
36502030,,1999
36502030,,1998
36502030,,1997
36502030,,1996
36502030,,1995
36502030,,1994
36502030,,1993
36502020,,2007
36301590,5.0,2007
36301550,5.0,2005
36301590,5.0,2005
33502137,0.05,1994
36301590,5.0,2003
36301590,5.0,2002
36301590,5.0,2001
36301590,5.0,2000
36301590,5.0,1999
36301590,5.0,1998
36301590,,1997
36301590,,1996
36301590,,1995
36301590,,1994
36301590,5.0,2006
33501253,0.01,1998
33501250,0.01,1999
33501300,,2000
33501300,,1998
33501257,,1999
33501257,,1998
33501257,,1996
33501257,,1995
33501255,,1999
33501255,,1998
33501255,,1996
33501300,,2002
33501253,0.01,1999
33501300,,2003
33501253,0.01,1996
33501253,0.01,1995
33501250,0.01,2007
33501250,0.01,2006
33501250,0.01,2005
33501250,0.01,2004
33501250,0.01,2003
33501250,0.01,2002
33501250,0.01,2001
33502137,0.05,1996
33501255,,1995
33501413,,2002
33501419,,2003
33501419,,2002
33501419,,2001
30021670,,1998
33501419,,1999
31621157,,1997
33501419,,1996
33501413,,2007
33501413,,2006
33501413,,2005
33501300,,2001
33501413,,2003
33501250,0.01,1998
33501413,,2001
33501413,,2000
33501413,,1999
33501413,,1998
33501413,,1996
33501413,,1995
33501300,,2007
33501300,,2006
33501300,,2005
33501300,,2004
33501413,,2004
33501213,0.01,1998
33501250,0.01,2000
33501215,0.01,1996
33501215,0.01,1995
33501213,0.01,2007
33501213,0.01,2006
33501213,0.01,2005
33501213,0.01,2004
33501213,0.01,2003
33501213,0.01,2002
33501213,0.01,2001
33501215,0.01,1999
33501213,0.01,1999
33501215,0.01,2000
33501213,0.01,1996
33501213,0.01,1995
33501157,0.01,1999
33501157,0.01,1998
33501157,0.01,1996
33501157,0.01,1995
33501155,0.01,1999
33501155,0.01,1998
33501155,0.01,1996
33501419,,1998
33501213,0.01,2000
33501217,0.01,1999
33501250,0.01,1996
33501250,0.01,1995
33501230,0.01,2005
33501230,0.01,2003
33501217,0.01,2007
33501217,0.01,2006
33501217,0.01,2005
33501217,0.01,2004
33501217,0.01,2003
33501217,0.01,2002
33501215,0.01,1998
33501217,0.01,2000
33501433,0.16,1999
33501217,0.01,1998
33501217,0.01,1996
33501217,0.01,1995
33501215,0.01,2007
33501215,0.01,2006
33501215,0.01,2005
33501215,0.01,2004
33501215,0.01,2003
33501215,0.01,2002
33501215,0.01,2001
33501217,0.01,2001
33501575,,1993
33501433,0.16,1996
33502133,0.05,1998
33502133,0.05,1997
33502133,0.05,1996
33502133,0.05,1995
33502133,0.05,1994
33502133,0.05,1993
33501575,,1998
33501575,,1997
33501575,,1996
33502133,0.05,2000
33501575,,1994
33502133,0.05,2001
33501570,,2001
33501570,,2000
33501570,,1999
33501570,,1998
33501530,,2002
33501530,,2001
33501530,,2000
33501530,,1999
33501530,,1998
33501530,,1997
33501575,,1995
33502135,0.05,1997
33501153,0.01,1999
33502137,0.05,1993
33502135,0.05,2007
33502135,0.05,2006
33502135,0.05,2005
33502135,0.05,2004
33502135,0.05,2003
33502135,0.05,2002
33502135,0.05,2001
33502135,0.05,2000
33502133,0.05,1999
33502135,0.05,1998
33501530,,1994
33502135,0.05,1996
33502135,0.05,1995
33502135,0.05,1994
33502135,0.05,1993
33502133,0.05,2007
33502133,0.05,2006
33502133,0.05,2005
33502133,0.05,2004
33502133,0.05,2003
33502133,0.05,2002
33502135,0.05,1999
33501443,0.66,1998
33501460,,2000
33501460,,1998
33501460,,1993
33501443,0.66,2007
33501443,0.66,2006
33501443,0.66,2005
33501443,0.66,2004
33501443,0.66,2003
33501443,0.66,2002
33501443,0.66,2001
33501530,,1996
33501443,0.66,1999
33501460,,2003
33501443,0.66,1996
33501433,0.16,2007
33501433,0.16,2006
33501433,0.16,2005
33501433,0.16,2004
33501433,0.16,2003
33501433,0.16,2002
33501433,0.16,2001
33501433,0.16,2000
33502137,0.05,1995
33501443,0.66,2000
33501475,,2001
33501433,0.16,1998
33501530,,1993
33501479,,2005
33501479,,2004
33501479,,2003
33501479,,2002
33501479,,2001
33501479,,2000
33501479,,1998
33501475,,2004
33501460,,2001
33501475,,2002
33501460,,2002
33501475,,2000
33501475,,1999
33501473,,1993
33501467,,1999
33501467,,1998
33501467,,1996
33501460,,2007
33501460,,2006
33501460,,2005
33501460,,2004
33501530,,1995
33501475,,2003
32302030,7.7,1996
32302020,7.7,1999
32302049,,1993
32302030,7.7,2006
32302030,7.7,2005
32302030,7.7,2004
32302030,7.7,2003
32302030,7.7,2002
32302030,7.7,2001
32302030,7.7,2000
32302030,7.7,1999
32302049,,1996
32302030,7.7,1997
32302049,,1997
32302030,7.7,1995
32302030,7.7,1994
32302030,7.7,1993
32302020,7.7,2006
32302020,7.7,2005
32302020,7.7,2004
32302020,7.7,2003
32302020,7.7,2002
32302020,7.7,2001
32303135,50.0,1994
32302030,7.7,1998
32302079,7.7,1995
32303279,,2006
32302079,7.7,2006
32302079,7.7,2005
32302079,7.7,2004
32302079,7.7,2003
32302079,7.7,2002
32302079,7.7,2001
32302079,7.7,2000
32302079,7.7,1999
32302079,7.7,1998
32302049,,1994
32302079,7.7,1996
32302020,7.7,1998
32302049,,2007
32302049,,2006
32302049,,2005
32302049,,2004
32302049,,2003
32302049,,2002
32302049,,2001
32302049,,2000
32302049,,1999
32302049,,1998
32302079,7.7,1997
32301175,0.3,2005
32302020,7.7,2000
32301177,,2001
32301177,,2000
32301177,,1999
32301177,,1998
32301177,,1997
32301177,,1996
32301177,,1995
32301177,,1994
32301177,,1993
32301177,,2003
32301175,0.3,2006
32301177,,2004
32301175,0.3,2004
32301175,0.3,2003
32301175,0.3,2002
32301175,0.3,2001
32301175,0.3,2000
32301175,0.3,1999
32301175,0.3,1998
32301175,0.3,1997
32301175,0.3,1996
32301175,0.3,1995
32301175,0.3,2007
32301179,,2000
32302020,7.7,1997
32302020,7.7,1996
32302020,7.7,1995
32302020,7.7,1994
32302020,7.7,1993
32301179,,2007
32301179,,2006
32301179,,2005
32301179,,2004
32301179,,2003
32301177,,2002
32301179,,2001
32303135,50.0,1995
32301179,,1999
32301179,,1998
32301179,,1997
32301179,,1996
32301179,,1995
32301179,,1994
32301179,,1993
32301177,,2007
32301177,,2006
32301177,,2005
32301179,,2002
32303230,,1998
32303175,,2001
32303275,1.6,1994
32303275,1.6,1993
32303230,,2007
32303230,,2006
32303230,,2005
32303230,,2004
32303230,,2003
32303230,,2002
32303230,,2001
32303275,1.6,1996
32303230,,1999
32303275,1.6,1997
32303230,,1997
32303230,,1996
32303230,,1995
32303230,,1994
32303230,,1993
32303175,,2007
32303175,,2006
32303175,,2005
32303175,,2004
32303135,50.0,1993
32303230,,2000
32303279,,1993
32303279,,2005
32303279,,2004
32303279,,2003
32303279,,2002
32303279,,2001
32303279,,2000
32303279,,1999
32303279,,1998
32303279,,1997
32303279,,1996
32303275,1.6,1995
32303279,,1994
32303175,,1999
32303275,1.6,2007
32303275,1.6,2006
32303275,1.6,2005
32303275,1.6,2004
32303275,1.6,2003
32303275,1.6,2002
32303275,1.6,2001
32303275,1.6,2000
32303275,1.6,1999
32303275,1.6,1998
32303279,,1995
32303135,50.0,2006
32303175,,2003
32303139,,2002
32303139,,2001
32303139,,2000
32303139,,1999
32303139,,1998
32303139,,1997
32303139,,1996
32303139,,1995
32303139,,1994
32303139,,2004
32303135,50.0,2007
32303139,,2005
32303135,50.0,2005
32303135,50.0,2004
32303135,50.0,2003
32303135,50.0,2002
32303135,50.0,2001
32303135,50.0,2000
32303135,50.0,1999
32303135,50.0,1998
32303135,50.0,1997
32303135,50.0,1996
32303139,,1993
32303150,,2001
32303175,,1998
32303175,,1997
32303175,,1996
32303175,,1995
32303175,,1994
32303175,,1993
32303150,,2007
32303150,,2006
32303150,,2005
32303150,,2004
32303139,,2003
32303150,,2002
32301159,0.3,2007
32303150,,2000
32303150,,1999
32303150,,1998
32303150,,1997
32303150,,1996
32303150,,1995
32303150,,1994
32303150,,1993
32303139,,2007
32303139,,2006
32303150,,2003
32201170,,1996
31621190,6.5,1999
32201250,,1993
32201170,,2006
32201170,,2005
32201170,,2004
32201170,,2003
32201170,,2002
32201170,,2001
32201170,,2000
32201170,,1999
32201250,,1995
32201170,,1997
32201290,0.66,1993
32201160,,2007
32201130,,2007
31621190,6.5,2007
31621190,6.5,2006
31621190,6.5,2005
31621190,6.5,2004
31621190,6.5,2003
31621190,6.5,2002
31621190,6.5,2001
32301175,0.3,1994
32201170,,1998
32201290,0.66,2004
32202020,0.45,2002
32202020,0.45,2001
32202020,0.45,2000
32202020,0.45,1999
32202020,0.45,1998
32202020,0.45,1997
32202020,0.45,1996
32202020,0.45,1995
32202020,0.45,1994
32201290,0.66,2007
32201250,,1994
32201290,0.66,2005
31621190,6.5,1998
32201290,0.66,2003
32201290,0.66,2002
32201290,0.66,2001
32201290,0.66,2000
32201290,0.66,1999
32201290,0.66,1998
32201290,0.66,1997
32201290,0.66,1996
32201290,0.66,1995
32201290,0.66,1994
32201290,0.66,2006
31621157,,2006
31621190,6.5,2000
31621173,,2001
31621173,,2000
31621173,,1999
31621173,,1998
31621173,,1997
31621173,,1996
31621173,,1995
31621173,,1994
31621173,,1993
31621173,,2003
31621157,,2007
31621173,,2004
31621157,,2005
31621157,,2004
31621157,,2003
31621157,,2002
31621157,,2001
31621157,,2000
31621157,,1999
31621157,,1998
33205283,,2003
33501419,,2000
31621170,,1993
31621175,,2000
31621190,6.5,1997
31621190,6.5,1996
31621190,6.5,1995
31621190,6.5,1994
31621190,6.5,1993
31621175,,2007
31621175,,2006
31621175,,2005
31621175,,2004
31621175,,2003
31621173,,2002
31621175,,2001
32202020,0.45,2005
31621175,,1999
31621175,,1998
31621175,,1997
31621175,,1996
31621175,,1995
31621175,,1994
31621175,,1993
31621173,,2007
31621173,,2006
31621173,,2005
31621175,,2002
32202075,,2001
32202020,0.45,2003
32301155,0.3,1996
32301155,0.3,1995
32301155,0.3,1994
32301155,0.3,1993
32202080,10.32,2007
32202079,,1995
32202075,,2006
32202075,,2005
32202075,,2004
32301155,0.3,1998
32202075,,2002
32301155,0.3,1999
32202075,,2000
32202075,,1999
32202075,,1998
32202075,,1997
32202075,,1996
32202075,,1995
32202060,,2006
32202060,,2005
32202060,,2004
32202060,,2003
32202075,,2003
32301159,0.3,1995
32303175,,2002
32301159,0.3,2006
32301159,0.3,2005
32301159,0.3,2004
32301159,0.3,2003
32301159,0.3,2002
32301159,0.3,2001
32301159,0.3,2000
32301159,0.3,1999
