PCC,UNU_Key,Year
31501553,0504,1995
31501559,0504,1995
31502200,0506,1995
31502530,0506,1995
31503200,0506,1995
31503300,0507,1995
31621157,0901,1995
31621190,0901,1995
32201250,0406,1995
32201290,0404,1995
32202020,0305,1995
32202030,0304,1995
32202040,0305,1995
32202050,0305,1995
32202060,0305,1995
32202075,0304,1995
32202079,0305,1995
32301155,0402,1995
32301159,0402,1995
32301175,0402,1995
32301177,0402,1995
32301179,0402,1995
32301270,0403,1995
32302020,0404,1995
32302030,0407,1995
32302050,0407,1995
32302060,0408,1995
32302079,0404,1995
32302083,0308,1995
32302085,0407,1995
32303135,0403,1995
32303139,0403,1995
32303150,0403,1995
32303175,0403,1995
32303179,0403,1995
32303230,0403,1995
32303250,0306,1995
32303275,0403,1995
32303279,0403,1995
32303290,0403,1995
32303335,0406,1995
32303339,0404,1995
32303350,0404,1995
32304100,0401,1995
32304235,0405,1995
32304237,0405,1995
32304355,0602,1995
32304359,0403,1995
32304370,0403,1995
32304450,0305,1995
32304490,0305,1995
33101210,0802,1995
33101833,0801,1995
33201235,0902,1995
33201239,0902,1995
33204330,0901,1995
33204400,0305,1995
33204530,0901,1995
33204555,0901,1995
33205135,0901,1995
33205175,0901,1995
33205235,0901,1995
33205239,0901,1995
33205271,0901,1995
33205283,0901,1995
33205313,0901,1995
33205381,0901,1995
33205383,0901,1995
33206210,0901,1995
33206255,0901,1995
33206530,0404,1995
33206550,0901,1995
33206570,0901,1995
33207015,0901,1995
33403533,0404,1995
33403535,0404,1995
33403550,0404,1995
33403590,0404,1995
33403615,0406,1995
33403630,0404,1995
33501113,0201,1995
33501115,0201,1995
33501117,0201,1995
33501150,0201,1995
33501213,0201,1995
33501215,0201,1995
33501217,0201,1995
33501250,0201,1995
33501413,0201,1995
33502133,0201,1995
33502135,0201,1995
33502137,0201,1995
33502235,0201,1995
33502239,0201,1995
36301533,0403,1995
36301537,0403,1995
36301540,0403,1995
36301550,0403,1995
36301590,0403,1995
36502030,0701,1995
36503310,0701,1995
36504200,0702,1995
36504355,0701,1995
29711400,0201,1996
28221200,0001,1996
29711550,0106,1996
29231230,0111,1996
29231270,0113,1996
29711110,0108,1996
29711135,0108,1996
29711133,0108,1996
29711150,0109,1996
29711170,0109,1996
29231333,0113,1996
29231335,0113,1996
29231340,0113,1996
29231375,0112,1996
29562100,0105,1996
29711200,0102,1996
29242233,0201,1996
29242235,0201,1996
30012200,0307,1996
29711330,0104,1996
29711350,0104,1996
29542230,0104,1996
29542250,0101,1996
29711370,0105,1996
29542270,0105,1996
29542130,0101,1996
29545000,0201,1996
30011100,0301,1996
30011200,0301,1996
30011320,0301,1996
30011330,0307,1996
30011350,0307,1996
30011370,0307,1996
30021100,0301,1996
30021200,0303,1996
30021300,0302,1996
30021400,0302,1996
30021500,0302,1996
30021630,0304,1996
30021650,0301,1996
30021670,0301,1996
29243330,1002,1996
29243350,1001,1996
29405233,0601,1996
29405235,0601,1996
29405270,0601,1996
29405290,0601,1996
29712113,0204,1996
29712115,0204,1996
29712130,0601,1996
29712150,0201,1996
29712170,0202,1996
29712180,0201,1996
29712250,0205,1996
29712530,0203,1996
29712550,0203,1996
29712570,0203,1996
29712630,0106,1996
29712653,0106,1996
29712655,0106,1996
29712657,0106,1996
29712690,0106,1996
29712313,0205,1996
29712315,0205,1996
29712330,0205,1996
29712350,0205,1996
29712373,0201,1996
29712375,0201,1996
29712700,0114,1996
29712810,0103,1996
29712833,0202,1996
29712835,0202,1996
29712850,0202,1996
29712870,0103,1996
29712890,0202,1996
29712430,0203,1996
29712450,0202,1996
29712470,0202,1996
29712493,0202,1996
29712495,0201,1996
32202020,0305,1996
32202075,0304,1996
32202030,0304,1996
32202040,0305,1996
32202050,0305,1996
32202060,0305,1996
32304100,0401,1996
32304235,0405,1996
32304237,0405,1996
32304355,0602,1996
32304359,0403,1996
32304370,0403,1996
32303135,0403,1996
32303139,0403,1996
32303150,0403,1996
32303175,0403,1996
32303179,0403,1996
32303230,0403,1996
32303250,0306,1996
32303275,0403,1996
32303279,0403,1996
32303290,0403,1996
32303339,0404,1996
32303350,0404,1996
32201170,0306,1996
32201290,0404,1996
32303335,0406,1996
32301155,0402,1996
32301159,0402,1996
32301270,0403,1996
32301175,0402,1996
32301177,0402,1996
32301179,0402,1996
32304490,0305,1996
32302030,0407,1996
32302050,0407,1996
32302060,0408,1996
32302079,0404,1996
32302085,0407,1996
32302045,0308,1996
32302049,0309,1996
32302083,0308,1996
32302020,0404,1996
31621157,0901,1996
31621190,0901,1996
31501510,0503,1996
31501530,0502,1996
31501553,0504,1996
31501556,0504,1996
31501559,0504,1996
31621390,0901,1996
33403615,0406,1996
33403530,0404,1996
33403550,0404,1996
33403590,0404,1996
33403630,0404,1996
30012170,0307,1996
30012150,0307,1996
30012190,0307,1996
33201235,0902,1996
33201239,0902,1996
33101210,0802,1996
33101833,0801,1996
33206210,0901,1996
33206255,0901,1996
33205135,0901,1996
33205175,0901,1996
33205235,0901,1996
33205239,0901,1996
33205271,0901,1996
33205283,0901,1996
33205313,0901,1996
33205381,0901,1996
33205383,0901,1996
33204330,0901,1996
33204400,0305,1996
33204555,0901,1996
33206530,0404,1996
33206550,0901,1996
33206570,0901,1996
33207015,0901,1996
33501150,0201,1996
33501213,0201,1996
33501215,0201,1996
33501217,0201,1996
33501250,0201,1996
33501413,0201,1996
33501419,0201,1996
33501433,0201,1996
33501443,0201,1996
33502133,0201,1996
33502135,0201,1996
33502137,0201,1996
33502235,0201,1996
33502239,0201,1996
36301533,0403,1996
36301537,0403,1996
36301540,0403,1996
36301550,0403,1996
36301590,0403,1996
31502530,0506,1996
31502200,0506,1996
31503200,0506,1996
31503300,0507,1996
36502030,0701,1996
36503310,0701,1996
36504200,0702,1996
36504355,0701,1996
29711400,0201,1997
28221200,0001,1997
29711550,0106,1997
29231230,0111,1997
29231270,0113,1997
29711110,0108,1997
29711135,0108,1997
29711133,0108,1997
29711150,0109,1997
29711170,0109,1997
29231333,0113,1997
29231340,0113,1997
29231375,0112,1997
29562100,0105,1997
29711200,0102,1997
29242233,0201,1997
29242235,0201,1997
30012200,0307,1997
29711330,0104,1997
29711350,0104,1997
29542230,0104,1997
29542250,0101,1997
29711370,0105,1997
29542270,0105,1997
29542130,0101,1997
29545000,0201,1997
30011100,0301,1997
30011200,0301,1997
30011320,0301,1997
30011330,0307,1997
30011350,0307,1997
30011370,0307,1997
30021100,0301,1997
30021200,0303,1997
30021300,0302,1997
30021400,0302,1997
30021500,0302,1997
30021630,0304,1997
30021650,0301,1997
30021670,0301,1997
29243330,1002,1997
29243350,1001,1997
29405233,0601,1997
29405235,0601,1997
29405270,0601,1997
29405290,0601,1997
29712113,0204,1997
29712115,0204,1997
29712130,0601,1997
29712150,0201,1997
29712170,0202,1997
29712180,0201,1997
29712250,0205,1997
29712530,0203,1997
29712550,0203,1997
29712570,0203,1997
29712630,0106,1997
29712653,0106,1997
29712655,0106,1997
29712657,0106,1997
29712690,0106,1997
29712313,0205,1997
29712315,0205,1997
29712330,0205,1997
29712350,0205,1997
29712373,0201,1997
29712375,0201,1997
29712700,0114,1997
29712810,0103,1997
29712833,0202,1997
29712835,0202,1997
29712850,0202,1997
29712870,0103,1997
29712890,0202,1997
29712430,0203,1997
29712450,0202,1997
29712470,0202,1997
29712493,0202,1997
29712495,0201,1997
32202020,0305,1997
32202075,0304,1997
32202030,0304,1997
32202040,0305,1997
32202050,0305,1997
32202060,0305,1997
32304100,0401,1997
32304235,0405,1997
32304237,0405,1997
32304355,0602,1997
32304359,0403,1997
32304370,0403,1997
32303135,0403,1997
32303139,0403,1997
32303150,0403,1997
32303175,0403,1997
32303179,0403,1997
32303230,0403,1997
32303250,0306,1997
32303275,0403,1997
32303279,0403,1997
32303290,0403,1997
32303339,0404,1997
32303350,0404,1997
32201170,0306,1997
32201290,0404,1997
32303335,0406,1997
32301155,0402,1997
32301159,0402,1997
32301270,0403,1997
32301175,0402,1997
32301177,0402,1997
32301179,0402,1997
32304450,0305,1997
32304490,0305,1997
32302030,0407,1997
32302050,0407,1997
32302060,0408,1997
32302079,0404,1997
32302085,0407,1997
32302045,0308,1997
32302049,0309,1997
32302083,0308,1997
32302020,0404,1997
31621157,0901,1997
31621190,0901,1997
31501510,0503,1997
31501530,0502,1997
31501553,0504,1997
31501556,0504,1997
31501559,0504,1997
31621390,0901,1997
33403615,0406,1997
33403530,0404,1997
33403550,0404,1997
33403590,0404,1997
33403630,0404,1997
30012170,0307,1997
30012150,0307,1997
30012190,0307,1997
33201235,0902,1997
33201239,0902,1997
33101210,0802,1997
33101833,0801,1997
33206210,0901,1997
33206255,0901,1997
33205135,0901,1997
33205175,0901,1997
33205235,0901,1997
33205239,0901,1997
33205271,0901,1997
33205283,0901,1997
33205313,0901,1997
33205381,0901,1997
33205383,0901,1997
33204330,0901,1997
33204400,0305,1997
33204555,0901,1997
33206530,0404,1997
33206550,0901,1997
33206570,0901,1997
33207015,0901,1997
33501113,0201,1997
33501115,0201,1997
33502133,0201,1997
33502135,0201,1997
33502137,0201,1997
33502235,0201,1997
33502239,0201,1997
36301533,0403,1997
36301537,0403,1997
36301540,0403,1997
36301550,0403,1997
36301590,0403,1997
31502530,0506,1997
31502200,0506,1997
31503200,0506,1997
31503300,0507,1997
36502030,0701,1997
36503310,0701,1997
36504200,0702,1997
36504355,0701,1997
29711400,0201,1998
28221200,0001,1998
29711550,0106,1998
29231230,0111,1998
29231270,0113,1998
29711110,0108,1998
29711135,0108,1998
29711133,0108,1998
29711150,0109,1998
29711170,0109,1998
29231333,0113,1998
29231335,0113,1998
29231340,0113,1998
29231350,0113,1998
29231373,0112,1998
29231375,0112,1998
29562100,0105,1998
29711200,0102,1998
29242233,0201,1998
29242235,0201,1998
29711330,0104,1998
29711350,0104,1998
29542230,0104,1998
29542250,0101,1998
29711370,0105,1998
29542270,0105,1998
29542130,0101,1998
29545000,0201,1998
30011100,0301,1998
30011200,0301,1998
30011320,0301,1998
30011330,0307,1998
30011350,0307,1998
30011370,0307,1998
30021100,0301,1998
30021200,0303,1998
30021300,0302,1998
30021400,0302,1998
30021500,0302,1998
30021630,0304,1998
30021650,0301,1998
30021670,0301,1998
29243330,1002,1998
29243350,1001,1998
29405213,0601,1998
29405215,0601,1998
29405217,0601,1998
29405223,0601,1998
29405225,0601,1998
29405227,0601,1998
29405233,0601,1998
29405235,0601,1998
29405251,0601,1998
29405253,0601,1998
29405255,0601,1998
29405257,0601,1998
29405270,0601,1998
29405290,0601,1998
29712113,0204,1998
29712115,0204,1998
29712130,0601,1998
29712150,0201,1998
29712170,0202,1998
29712180,0201,1998
29712250,0205,1998
31612310,0506,1998
31502100,0501,1998
29406023,0601,1998
29406025,0601,1998
29406030,0601,1998
29406043,0601,1998
29406045,0601,1998
29406050,0601,1998
29712530,0203,1998
29712550,0203,1998
29712570,0203,1998
29712630,0106,1998
29712653,0106,1998
29712655,0106,1998
29712657,0106,1998
29712690,0106,1998
29712313,0205,1998
29712315,0205,1998
29712330,0205,1998
29712350,0205,1998
29712373,0201,1998
29712375,0201,1998
29712700,0114,1998
29712810,0103,1998
29712833,0202,1998
29712835,0202,1998
29712850,0202,1998
29712870,0103,1998
29712890,0202,1998
29712430,0203,1998
29712450,0202,1998
29712470,0202,1998
29712493,0202,1998
29712495,0201,1998
32202020,0305,1998
32202075,0304,1998
32202030,0304,1998
32202040,0305,1998
32202050,0305,1998
32202060,0305,1998
32304100,0401,1998
32304235,0405,1998
32304237,0405,1998
32304355,0602,1998
32304359,0403,1998
32304370,0403,1998
32303135,0403,1998
32303139,0403,1998
32303150,0403,1998
32303175,0403,1998
32303179,0403,1998
32303230,0403,1998
32303250,0306,1998
32303275,0403,1998
32303279,0403,1998
32303290,0403,1998
32303339,0404,1998
32303350,0404,1998
32201170,0306,1998
32201290,0404,1998
32303335,0406,1998
32301155,0402,1998
32301159,0402,1998
32301270,0403,1998
32301175,0402,1998
32301177,0402,1998
32301179,0402,1998
323044Z0,0305,1998
32302030,0407,1998
32302050,0407,1998
32302060,0408,1998
32302079,0404,1998
32302085,0407,1998
32302045,0308,1998
32302049,0309,1998
32302083,0308,1998
32302020,0404,1998
31621157,0901,1998
31621153,0901,1998
31621190,0901,1998
31501250,,1998
31501293,,1998
31501295,,1998
31501510,0503,1998
31501530,0502,1998
31501553,0504,1998
31501556,0504,1998
31501559,0504,1998
31501570,0503,1998
31621390,0301,1998
33403615,0406,1998
33403530,0404,1998
33403550,0404,1998
33403590,0404,1998
33403630,0404,1998
30012170,0307,1998
30012150,0307,1998
30012190,0307,1998
33201215,0902,1998
33201235,0902,1998
33201239,0902,1998
33203310,0901,1998
33101210,0802,1998
33101330,0802,1998
33101833,0801,1998
33206210,0901,1998
33206255,0901,1998
33205135,0901,1998
33205175,0901,1998
33205235,0901,1998
33205239,0901,1998
33205271,0901,1998
33205283,0901,1998
33205313,0901,1998
33205381,0901,1998
33205383,0901,1998
33204330,0901,1998
33204400,0305,1998
33204555,0901,1998
33206530,0404,1998
33206550,0901,1998
33206570,0901,1998
33207015,0901,1998
33501113,0201,1998
33501115,0201,1998
33501117,0201,1998
33501150,0201,1998
33501213,0201,1998
33501215,0201,1998
33501217,0201,1998
33501250,0201,1998
33501413,0201,1998
33501419,0201,1998
33501433,0201,1998
33501443,0201,1998
33501460,0201,1998
33501570,0201,1998
33502133,0201,1998
33502135,0201,1998
33502137,0201,1998
33502235,0201,1998
33502239,0201,1998
36301510,0403,1998
36301533,0403,1998
36301537,0403,1998
36301540,0403,1998
36301550,0403,1998
36301590,0403,1998
31502530,0506,1998
31502200,0506,1998
31503200,0506,1998
31503300,0507,1998
36502030,0701,1998
36503310,0701,1998
36504200,0702,1998
36504355,0701,1998
28221200,0001,1999
29231230,0111,1999
29231270,0113,1999
29231333,0113,1999
29231335,0113,1999
29231340,0113,1999
29231350,0113,1999
29231373,0112,1999
29231375,0112,1999
29242233,0201,1999
29242235,0201,1999
29243330,1002,1999
29243350,1001,1999
29405213,0601,1999
29405215,0601,1999
29405217,0601,1999
29405223,0601,1999
29405225,0601,1999
29405227,0601,1999
29405233,0601,1999
29405235,0601,1999
29405251,0601,1999
29405253,0601,1999
29405255,0601,1999
29405257,0601,1999
29405270,0601,1999
29405290,0601,1999
29406023,0601,1999
29406025,0601,1999
29406030,0601,1999
29406043,0601,1999
29406045,0601,1999
29406050,0601,1999
29542130,0101,1999
29542230,0104,1999
29542250,0101,1999
29542270,0105,1999
29545000,0201,1999
29562100,0105,1999
29711110,0108,1999
29711133,0108,1999
29711135,0108,1999
29711150,0109,1999
29711170,0109,1999
29711200,0102,1999
29711330,0104,1999
29711350,0104,1999
29711370,0105,1999
29711400,0201,1999
29711550,0106,1999
29712113,0204,1999
29712115,0204,1999
29712130,0601,1999
29712150,0201,1999
29712170,0202,1999
29712180,0201,1999
29712250,0205,1999
29712313,0205,1999
29712315,0205,1999
29712330,0205,1999
29712350,0205,1999
29712373,0201,1999
29712375,0201,1999
29712430,0203,1999
29712450,0202,1999
29712470,0202,1999
29712493,0202,1999
29712495,0201,1999
29712530,0203,1999
29712550,0203,1999
29712570,0203,1999
29712630,0106,1999
29712653,0106,1999
29712655,0106,1999
29712657,0106,1999
29712690,0106,1999
29712700,0114,1999
29712810,0103,1999
29712833,0202,1999
29712835,0202,1999
29712850,0202,1999
29712870,0103,1999
29712890,0202,1999
30011100,0301,1999
30011200,0301,1999
30011320,0301,1999
30011330,0307,1999
30011350,0307,1999
30011370,0307,1999
30012150,0307,1999
30012170,0307,1999
30012190,0307,1999
30021100,0301,1999
30021200,0303,1999
30021300,0302,1999
30021400,0302,1999
30021500,0302,1999
30021630,0304,1999
30021650,0301,1999
30021670,0301,1999
31501250,,1999
31501293,,1999
31501295,,1999
31501510,0503,1999
31501530,0502,1999
31501553,0504,1999
31501556,0504,1999
31501559,0504,1999
31501570,0503,1999
31502100,0501,1999
31502200,0506,1999
31502530,0506,1999
31503200,0506,1999
31503300,0507,1999
31612310,0506,1999
31621153,0901,1999
31621157,0901,1999
31621190,0901,1999
31621390,0301,1999
32105237,0002,1999
32201170,0306,1999
32201290,0404,1999
32202020,0305,1999
32202030,0304,1999
32202040,0305,1999
