UNU_Key	Product	Component	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	Nd_content	Component_weight	Nd_concentration	Content_source	Component_source	Conc_source	Prod_weight
1205b	Wind turbines, offshore, LS	NdFeB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009157509157509	0.115384615384615	0.064102564102564	0.395604395604396	0.470695970695971	0.7	0.69	0.68		625	0.2940			Fishman & Graedel (2019); Reimer et al. (2018); Viebahn et al. (2015); Walton (2019) – M6 presentation	38.224
1205b	Wind turbines, offshore, HS	NdFeB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064102564102564	0.045787545787546	0.073260073260073	0	0	0	0.067765567765568	0.130952380952387	0.414835164835165	0	0.344322344322344	0.3	0.285	0.27		134	0.2940		Schulze & Buchert (2016); Viebahn et al. (2015); Goodenogh et al. (2017); Barteková (2015); Reimer et al. (2018)	Fishman & Graedel (2019); Reimer et al. (2018); Viebahn et al. (2015); Walton (2019) – M6 presentation	38.224
1206	Industrial robots	NdFeB	0	0.006308411214953	0.014018691588785	0.024532710280374	0.042056074766355	0.066358516253612	0.097666252255226	0.12897398825684	0.160281724258454	0.191589460260068	0.222897196261682	0.261588785046729	0.300280373831776	0.338971962616822	0.377663551401869	0.416355140186916	0.513084112149533	0.609813084112149	0.706542056074766	0.803271028037383	0.9	0.888625750032892	0.877251500065783	0.865877250098675	0.854503000131566	0.843128750164458	0.838739561389016	0.832327836399582	0.82571244888143	0.813724071832871	0.799461786022584		1990	0.2700		Sekine et al. (2017)	Sekine et al. (2017)	30.8074534161491
1101	Catalytic converter	NdO	0.9	0.88	0.85	0.75	0.65	0.55	0.45	0.35	0.25	0.15	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.1141	0.0157		Belcastro (2012)	Thermo Fischer Scientific (2012)	
1301	Fluid catalytic cracking	NdO	0.18608326733268	0.187607257598705	0.183602232852573	0.183420802033951	0.186729080092979	0.190647865730153	0.170749690219473	0.155760336092928	0.141539073040605	0.139603826035417	0.12526540227844	0.113823977724539	0.104025782685162	0.089594674661471	0.076182698106937	0.064942223318347	0.052900110714816	0.040266780456929	0.026800323885785	0.014245148920309	0	0	0	0	0	0	0	0	0	0	0	0.00194655725	1	0.0035	Nansai et al. (2014)		Topete (2014); Hsu & Robinson (2019)	
0201	Other small household: wrist-watches	NiMH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.5	0.0109				1.1
0204	Vacuum cleaners	NiMH	0	0.000197242074355	0.000788968297418	0.001775178669191	0.003155873189673	0.004931051858864	0.006697807685182	0.008471790784227	0.010260228428727	0.011933029709591	0.013413407311364	0.0143895	0.015177272727273	0.015972272727273	0.016593818181818	0.017044875163636	0.017149208257746	0.017124542362255	0.016970877477164	0.016688213602473	0.016276550738182	0.015372157165527	0.0143041234872	0.0130724497032	0.011677135813527	0.010118181818182	0.009104246847682	0.007981184012318	0.006880363636364	0.005868545454545	0.00477		490.5	0.0109		Sommer et al. (2015)		3.27
0205	Personal care	NiMH	0	0.0136456781	0.0272913562	0.0409370343	0.0545827124	0.0682283905	0.0772283905	0.0837283905	0.0887283905	0.0917283905	0.0927971575	0.0905	0.0875	0.085	0.082	0.07861368	0.0741514508	0.0696892216	0.0652269924	0.0607647632	0.056302534	0.0506420272	0.0449815204	0.0393210136	0.0336605068	0.028	0.02422513675	0.0204502735	0.017	0.014	0.011			0.0109				1.89
0205b	Shavers	NiMH	0	0.0136456781	0.0272913562	0.0409370343	0.0545827124	0.0682283905	0.0772283905	0.0837283905	0.0887283905	0.0917283905	0.0927971575	0.0905	0.0875	0.085	0.082	0.07861368	0.0741514508	0.0696892216	0.0652269924	0.0607647632	0.056302534	0.0506420272	0.0449815204	0.0393210136	0.0336605068	0.028	0.02422513675	0.0204502735	0.017	0.014	0.011		78	0.0109		Sommer et al. (2015)		0.312
0205c	Toothbrushes	NiMH	0	0.0136456781	0.0272913562	0.0409370343	0.0545827124	0.0682283905	0.0772283905	0.0837283905	0.0887283905	0.0917283905	0.0927971575	0.0905	0.0875	0.085	0.082	0.07861368	0.0741514508	0.0696892216	0.0652269924	0.0607647632	0.056302534	0.0506420272	0.0449815204	0.0393210136	0.0336605068	0.028	0.02422513675	0.0204502735	0.017	0.014	0.011		137.5	0.0109		Sommer et al. (2015)		0.55
0305	Telecom	NiMH	0	0.0136456781	0.0272913562	0.0409370343	0.0545827124	0.0682283905	0.0772283905	0.0837283905	0.0887283905	0.0917283905	0.0927971575	0.0905	0.0875	0.085	0.082	0.07861368	0.0741514508	0.0696892216	0.0652269924	0.0607647632	0.056302534	0.0506420272	0.0449815204	0.0393210136	0.0336605068	0.028	0.02422513675	0.0204502735	0.017	0.014	0.011		104.710344827586	0.0109		Sommer et al. (2015)		0.581724137931034
0406	Cameras	NiMH	0	0.0545827124	0.1091654248	0.1637481372	0.2183308496	0.272913562	0.308913562	0.334913562	0.354913562	0.366913562	0.37118863	0.362	0.35	0.34	0.328	0.31445472	0.2966058032	0.2787568864	0.2609079696	0.2430590528	0.225210136	0.2025681088	0.1799260816	0.1572840544	0.1346420272	0.112	0.096900547	0.081801094	0.068	0.056	0.044		62	0.0109				0.544827586206896
0601	Power tools	NiMH	0	0.00053491058152	0.00213964232608	0.00481419523368	0.00855856930432	0.013372764538	0.0181641174456	0.0229750703532	0.0278252232608	0.0323617761684	0.03637648574	0.0390236	0.04116	0.043316	0.0450016	0.04622484384	0.04650778994176	0.04644089727424	0.04602416583744	0.04525759563136	0.044141186656	0.04168851679104	0.03879206319296	0.03545182586176	0.03166780479744	0.02744	0.0246902593756	0.0216445694724	0.0186592	0.0159152	0.012936	9.56555E-05	597.758620689655	0.0109		Pillot (2017); Sommer et al. (2015)		2.52758620689655
0602	Tools (professional)	NiMH	0	0.00026745529076	0.00106982116304	0.00240709761684	0.00427928465216	0.006686382269	0.0090820587228	0.0114875351766	0.0139126116304	0.0161808880842	0.01818824287	0.0195118	0.02058	0.021658	0.0225008	0.02311242192	0.02325389497088	0.02322044863712	0.02301208291872	0.02262879781568	0.022070593328	0.02084425839552	0.01939603159648	0.01772591293088	0.01583390239872	0.01372	0.0123451296878	0.0108222847362	0.0093296	0.0079576	0.006468	9.56555E-05	597.758620689655	0.0109				23.17
0701	Toys	NiMH	0	0.0272913562	0.0545827124	0.0818740686	0.1091654248	0.136456781	0.154456781	0.167456781	0.177456781	0.183456781	0.185594315	0.181	0.175	0.17	0.164	0.15722736	0.1483029016	0.1393784432	0.1304539848	0.1215295264	0.112605068	0.1012840544	0.0899630408	0.0786420272	0.0673210136	0.056	0.0484502735	0.040900547	0.034	0.028	0.022		93	0.0109				0.45
1103	HEVs	NiMH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.933333333333333	0.866666666666667	0.8	0.725	0.65	0.515	0.38	0.286666666666667	0.193333333333333	0.1	0.000201986754967	38466.6666666667	0.0109	Fishman et al. (2018); Balomenos (2017); Moss et al. (2013); Bauer et al. (2010); Yano et al. (2015)	Fishman et al. (2018); Davies (2006); Yano et al. (2015)		1510.03703703704
1302	NiMH batteries	NiMH	0	0.0272913562	0.0545827124	0.0818740686	0.1091654248	0.136456781	0.154456781	0.167456781	0.177456781	0.183456781	0.185594315	0.181	0.175	0.17	0.164	0.15722736	0.1483029016	0.1393784432	0.1304539848	0.1215295264	0.112605068	0.1012840544	0.0899630408	0.0786420272	0.0673210136	0.056	0.0484502735	0.040900547	0.034	0.028	0.022			0.0109				0.057252189466275
